"playernum","Game","whyplay","Weekly_Hours","Gender","Age","Work","Degree","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Residence_ISO3","motivation","occupation","styleofplay"
11067,"League of Legends","improving",24,"Male",23,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",1,29,15,"USA","improving","Employed","Multiplayer - online - with online acquaintances or teammates"
11068,"League of Legends","having fun",12,"Male",18,"Student at college / university","Bachelor (or equivalent)","Portugal","Multiplayer - online - with real life friends",0,28,14,"PRT","having fun","Student","Multiplayer - online - with real life friends"
11069,"League of Legends","having fun",20,"Male",20,"Unemployed / between jobs","Bachelor (or equivalent)","Sweden","Multiplayer - online - with real life friends",0,19,14,"SWE","having fun","Unemployed","Multiplayer - online - with real life friends"
11070,"League of Legends","improving",47,"Male",18,"Unemployed / between jobs","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",9,12,39,"USA","improving","Unemployed","Multiplayer - online - with real life friends"
11071,"League of Legends","improving",34,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",1,19,32,"USA","improving","Student","Multiplayer - online - with real life friends"
11072,"League of Legends","winning",42,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",16,16,44,"USA","winning","Student","Multiplayer - online - with online acquaintances or teammates"
11073,"League of Legends","having fun",41,"Male",20,"Employed","High school diploma (or equivalent)","Germany","Multiplayer - online - with online acquaintances or teammates",0,13,19,"DEU","having fun","Employed","Multiplayer - online - with online acquaintances or teammates"
11074,"League of Legends","improving",18,"Female",22,"Unemployed / between jobs","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",17,5,60,"USA","improving","Unemployed","Multiplayer - online - with online acquaintances or teammates"
11075,"League of Legends","having fun",50,"Male",23,"Student at college / university","Master (or equivalent)","South Africa","Multiplayer - online - with real life friends",1,24,2,"ZAF","having fun","Student","Multiplayer - online - with real life friends"
11076,"League of Legends","having fun",38,"Male",21,"Student at college / university","High school diploma (or equivalent)","New Zealand ","Multiplayer - online - with real life friends",7,26,31,"NZL","having fun","Student","Multiplayer - online - with real life friends"
11077,"League of Legends","winning",24,"Male",18,"Student at school","None","USA","Multiplayer - online - with real life friends",9,23,13,"USA","winning","Student","Multiplayer - online - with real life friends"
11078,"World of Warcraft","having fun",22,"Male",18,"Student at school","None","Hungary","Multiplayer - online - with real life friends",2,23,18,"HUN","having fun","Student","Multiplayer - online - with real life friends"
11079,"League of Legends","improving",15,"Female",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",5,9,52,"USA","improving","Student","Multiplayer - online - with online acquaintances or teammates"
11080,"League of Legends","improving",28,"Male",19,"Student at college / university","High school diploma (or equivalent)","Ireland","Multiplayer - online - with real life friends",5,21,7,"IRL","improving","Student","Multiplayer - online - with real life friends"
11081,"Other","having fun",28,"Male",21,"Student at college / university","High school diploma (or equivalent)","Poland","Multiplayer - online - with strangers",3,8,21,"POL","having fun","Student","Multiplayer - online - with strangers"
11082,"League of Legends","improving",40,"Male",18,"Student at school","None","USA","Multiplayer - online - with strangers",1,17,31,"USA","improving","Student","Multiplayer - online - with strangers"
11083,"League of Legends","improving",18,"Male",21,"Student at college / university","High school diploma (or equivalent)","Belgium","Multiplayer - online - with real life friends",4,23,25,"BEL","improving","Student","Multiplayer - online - with real life friends"
11084,"League of Legends","improving",30,"Male",24,"Student at college / university","Bachelor (or equivalent)","Netherlands","Multiplayer - online - with online acquaintances or teammates",0,27,12,"NLD","improving","Student","Multiplayer - online - with online acquaintances or teammates"
11085,"League of Legends","having fun",13,"Male",21,"Student at college / university","Bachelor (or equivalent)","USA","Multiplayer - online - with real life friends",6,30,17,"USA","having fun","Student","Multiplayer - online - with real life friends"
11086,"League of Legends","improving",40,"Male",19,"Employed","High school diploma (or equivalent)","Austria","Multiplayer - online - with real life friends",1,15,20,"AUT","improving","Employed","Multiplayer - online - with real life friends"
11087,"League of Legends","improving",26,"Male",21,"Student at college / university","High school diploma (or equivalent)","Egypt","Multiplayer - online - with strangers",10,12,36,"EGY","improving","Student","Multiplayer - online - with strangers"
11088,"League of Legends","winning",26,"Male",19,"Unemployed / between jobs","High school diploma (or equivalent)","Romania","Multiplayer - online - with strangers",21,5,20,"ROU","winning","Unemployed","Multiplayer - online - with strangers"
11089,"League of Legends","improving",55,"Male",23,"Unemployed / between jobs","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",11,10,0,"USA","improving","Unemployed","Multiplayer - online - with real life friends"
11090,"League of Legends","improving",53,"Male",18,"Student at school","None","USA","Multiplayer - online - with online acquaintances or teammates",7,21,41,"USA","improving","Student","Multiplayer - online - with online acquaintances or teammates"
11091,"World of Warcraft","having fun",38,"Male",19,"Student at college / university","High school diploma (or equivalent)","UK","Multiplayer - online - with real life friends",15,12,9,"GBR","having fun","Student","Multiplayer - online - with real life friends"
11092,"League of Legends","relaxing",25,"Male",18,"Student at college / university","High school diploma (or equivalent)","Denmark","Multiplayer - online - with strangers",2,31,15,"DNK","relaxing","Student","Multiplayer - online - with strangers"
11093,"League of Legends","improving",40,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",18,8,29,"USA","improving","Student","Multiplayer - online - with strangers"
11094,"League of Legends","having fun",20,"Male",25,"Employed","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",3,11,6,"USA","having fun","Employed","Multiplayer - online - with strangers"
11095,"League of Legends","improving",23,"Male",18,"Unemployed / between jobs","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",0,8,8,"USA","improving","Unemployed","Multiplayer - online - with real life friends"
11096,"League of Legends","having fun",32,"Male",20,"Unemployed / between jobs","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",3,17,44,"DEU","having fun","Unemployed","Multiplayer - online - with real life friends"
11097,"League of Legends","improving",40,"Male",20,"Employed","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",6,20,24,"USA","improving","Employed","Multiplayer - online - with real life friends"
11098,"League of Legends","improving",13,"Male",20,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",8,26,6,"DEU","improving","Student","Multiplayer - online - with real life friends"
11099,"League of Legends","improving",62,"Male",22,"Unemployed / between jobs","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",9,10,11,"DEU","improving","Unemployed","Multiplayer - online - with real life friends"
11100,"League of Legends","having fun",39,"Male",20,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",7,20,8,"USA","having fun","Student","Multiplayer - online - with real life friends"
11101,"League of Legends","improving",45,"Male",31,"Employed","High school diploma (or equivalent)","Canada","Multiplayer - online - with real life friends",10,15,3,"CAN","improving","Employed","Multiplayer - online - with real life friends"
11102,"League of Legends","improving",22,"Male",18,"Student at college / university","High school diploma (or equivalent)","Canada","Multiplayer - online - with real life friends",8,22,19,"CAN","improving","Student","Multiplayer - online - with real life friends"
11103,"League of Legends","having fun",40,"Male",23,"Employed","Ph.D., Psy. D., MD (or equivalent)","Israel","Singleplayer",1,21,15,"ISR","having fun","Employed","Singleplayer"
11104,"League of Legends","improving",37,"Male",19,"Employed","High school diploma (or equivalent)","Canada","Multiplayer - online - with strangers",2,26,10,"CAN","improving","Employed","Multiplayer - online - with strangers"
